,评论等级,评论人网名,评论内容,点赞数,回复数,评论时间,评论人性别,评论人个性签名,评论人账户等级,评论人是否会员
508,二级评论,恰恰的小曼,回复 @zk00 :我也想知道,0,0,2019-11-01 13:07:14,男,,4,无
509,二级评论,我爱夏天的丸子,回复 @一直变胖怎么办 :形制本就是汉服的根本，没有形制瞎改就不是汉服，那是汉元素而已。,1,0,2019-11-30 09:29:29,保密,,4,无
510,二级评论,梁非凡的下铺,回复 @momoranshan :恭喜，良渚文化的发现已正式了中华的上下五千年,0,0,2019-12-28 17:54:42,保密,,4,年度大会员
511,二级评论,之若侨城,回复 @尼糯米呀卡住哪里 :公元前2070年是夏朝建立，前面还有部落混战阶段和尧舜禹阶段，这不算吗？,0,0,2020-01-14 23:01:49,女,好好说那些年,3,无
512,二级评论,052D昆明号驱逐舰,回复 @一直变胖怎么办 :有一说一，形制真的挺重要的，说的是复兴，要是形制全都是胡编乱造的那还叫什么复兴，干脆叫新兴得了,2,0,2020-02-15 21:09:55,保密,这个人懒死了，什么都没有写(´･_･ ` ),4,无
513,二级评论,052D昆明号驱逐舰,回复 @钢铁之月1 :谁告诉你的？都辟谣多少年了都，本来汉语就在不断演变，是兼容并蓄的存在，照你的说法，只有上古汉语才是汉语咯？那你怎么不用古汉语说话？,2,0,2020-02-15 21:14:26,保密,这个人懒死了，什么都没有写(´･_･ ` ),4,无
514,二级评论,度川式人,回复 @你音太美 :你在说什么？日本的这些东西不都是从中国来的,1,0,2020-02-29 10:31:41,保密,,3,大会员
515,二级评论,另外的五子棋,回复 @momoranshan :良渚文化发掘了，不够五千年的谣言不攻自破，城邦文化也是文化传承，毕竟白皮承认希腊城邦文化也是文化传承。[OK],1,0,2020-03-08 22:48:52,男,起风了，唯有努力生存,5,年度大会员
516,二级评论,ssr金雕,回复 @郑大钱啦 :牛逼，支持,0,0,2020-03-11 13:09:45,保密,,4,无
517,二级评论,风在雨中央,回复 @你音太美 :你能说出这些话，但你从未真正了解过中国文化,2,0,2020-03-12 05:00:42,保密,“生活不止眼前的苟且，还有诗和远方的田野”,5,年度大会员
518,二级评论,你音太美,回复 @风在雨中央 :咱们其实彼此彼此吧，嘴上谁都会说，可真正了解的有谁呢？[妙啊],0,0,2020-03-12 10:23:32,保密,,4,大会员
519,二级评论,你音太美,回复 @风在雨中央 :中国在对传统文化的宣传上来看完全没问题，很给力。但是你从整体上来看，有些是不是已经变味了呢？传统文化不是饭圈，有不足就要及时补足，这样中华民族不是才能更好的崛起吗？希望我们所有华人的自信不要变成自负,0,0,2020-03-12 10:29:57,保密,,4,大会员
520,二级评论,你音太美,回复 @虚都动画 :嗯。。。。你怕不是理解错意思了，我可不是舔日本的人，而且也没到怀疑国家的地步，你明显是把我的意思夸大了，我只是说目前普遍现象，自己国家啥情况肯定都清楚，该自豪的一定要自豪，但是有不足就要及时补足，你说呢？？？[笑][笑],1,0,2020-03-12 10:38:25,保密,,4,大会员
521,二级评论,你音太美,回复 @轻罗小扇扑鹰酱 :嘴臭的看清意思再来喷，谢谢[微笑][笑][笑][笑],0,0,2020-03-12 10:40:02,保密,,4,大会员
522,二级评论,你音太美,回复 @轻罗小扇扑鹰酱 :而且很明显你恨错对象了，我们恨得只是军国主义那些拥抬者，那些策划者和参与者，但那只是日本的部分，终究不能代表全部日本人，现在不是很多日本人对自己国家之前做的事感到非常可耻吗？安倍狗那些除外[疑惑][疑惑][疑惑],0,0,2020-03-12 10:47:47,保密,,4,大会员
523,二级评论,轻罗小扇扑鹰酱,回复 @你音太美 :你觉得你没错就不要删评论，让大家继续看，继续评。你犯了众怒干嘛跑来骂我？,0,0,2020-03-12 11:45:54,女,,3,无
524,二级评论,虚都动画,回复 @你音太美 :日本人普遍对华不友好，这点你要清楚,1,0,2020-03-12 11:48:23,男,Kyonto Animation Official,5,年度大会员
525,二级评论,洋芋不如土豆好吃,我们是天选之人，地理位置太完美了,0,0,2020-03-15 09:25:38,保密,,4,无
526,二级评论,点叉丶,回复 @你音太美 :说个你可能不太认可的观点，所谓的“汉服”并不是中华民族的传统服装，它只是现代流行元素的一个文化符号，一种消费品背后的消费观念。中华民族本就不是一个纯粹血统的民族，是由历朝历代的文化不同地域民风融会贯通结合而成的，你说汉服可以当民族服装，他说唐装可以，他说长衫旗袍可以，我说中山装也未必不可，甚至那些传承传统工艺的国潮都可以。每个人的认知都不一样，每个人的观点都不一样，没必要拘泥于形式，只要意识形态还在，只要是中华民族的，都可以。,2,0,2020-03-16 03:10:56,保密,,4,无
527,二级评论,你音太美,回复 @风在雨中央 :嗯嗯,0,0,2020-03-19 15:44:47,保密,,4,大会员
528,二级评论,节操君能吃吗,回复 @郑大钱啦 :民族无优劣，自己骄傲就好，莫要踩捧,0,0,2020-03-21 10:24:01,保密,,4,大会员
529,二级评论,瓜畲陽氏-自卑亭,回复 @钢铁之月1 :普通話的阿爾泰底層還沒有粵語的百越底層多呢,0,0,2020-03-21 22:55:28,保密,独览梅花扫腊雪，细睨山势舞流溪,4,无
530,二级评论,黑暗丶黎明,回复 @你音太美 :我想说你要是真的了解过日本你会发现极少极少部分日本人对华人有好感，极大部分是没有的，你看那些捐物资什么的全部都是华人做的并不是他们日本，你说他们有保留那些东西（和服什么的）都是中国的文化传过去的只是他们改进了一下（别和我说什么都多少多少年什么的，这是事实）然后中国为什么现在文化氛围不是非常浓烈因为我们是发展中国家，我们得靠自己才能一步步走向强大的，而不是向他们靠这个die以为自己很牛，其实啥也不是[笑],0,0,2020-03-22 16:17:23,男,佛系玩家，阴阳师资深萌新，王者菜鸡，追番坚持者，料理小王子,4,年度大会员
531,一级评论,虞生,"看到评论撕逼，就想到崔老师的一段话——“你所站立的那个地方，正是你的中国。你怎么样，中国便怎么样。你是什么，中国便是什么。你有光明，中国便不黑暗。” 
现在混迹b站的大多是学生，而以后我们祖国如何取决于你们。或许我们国家现在还有很多的不足，但有更多人为她的强盛而不懈努力着。生于斯，长于斯，爱于斯。不要抱怨别人如何，先看看自己。
我脚下的这片土地叫中国，我爱她，无论贫穷，无论富有，无论优劣。",6636,43,2015-03-07 10:13:47,保密,,5,大会员
532,二级评论,矢量操作LV6,回复 @大好き由乃:……我竟无言以对,0,0,2015-03-07 22:36:03,女,尘途忆往，忆往无尘   ——被新时代遗落的保守派死宅，最近好像变得抽象起来了,5,年度大会员
533,二级评论,兮疋,回复 @虞生:这不是习说的吗,0,0,2015-03-08 02:17:53,保密,,6,年度大会员
534,二级评论,酌酒推砚,回复 @梓铭 :哈哈，看到这样的言论简直想挂起来让大家都看看。捉到活的了诶！,5,0,2015-03-08 03:29:16,保密,,5,年度大会员
535,二级评论,ismsi,他有不足我可以说 但他们不可以,65,0,2019-04-08 10:55:00,保密,,4,无
536,二级评论,臭鱼1234,少年强则国强？,2,0,2019-05-14 22:58:49,男,,5,大会员
537,二级评论,樱川惠子,是一位学者说的，忘记叫什么了，但是不是崔，不是习,7,0,2019-06-03 22:04:03,保密,银魂永不完结,4,无
538,二级评论,带带阿森纳,不是崔说的,3,0,2019-07-01 16:45:35,保密,这个世界会好吗,5,无
539,二级评论,姓何名故,回复 @樱川惠子 :鲁迅？,2,0,2019-08-11 19:57:31,保密,"
   别上赶着找骂(˘͈ᵕ ˘͈❀)",4,年度大会员
540,二级评论,姓何名故,"回复 @樱川惠子 :如果你觉得你的祖国不好，你就去建设它，如果你觉得政府不好，你就去考公务员去做官，如果你觉得人民没素质，就从你开始做一个高素质的公民，如果你觉得同胞愚昧无知，就从你开始学习并改变身边的人，而不是一昧的谩骂，抱怨，逃离。
横眉冷对千夫指，俯首甘为孺子牛。“你所站立的地方，正是你的中国；你怎么样，中国便怎么样；你是什么，中国便是什么；你若光明，中国便不黑暗”，愿中国青年都摆脱冷气，只是向上走，不必听自暴自弃者流的话。能做事的做事，能发声的发声。有一分热，发一分光，就令萤火一般，也可以在黑暗里发一点光，不必等候炬火。

此后如竟没有炬火：我们便是唯一的光。",317,0,2019-08-11 19:59:02,保密,"
   别上赶着找骂(˘͈ᵕ ˘͈❀)",4,年度大会员
541,二级评论,姓何名故,回复 @樱川惠子 :这是改动过的。可以去看一下原文,3,0,2019-08-11 19:59:56,保密,"
   别上赶着找骂(˘͈ᵕ ˘͈❀)",4,年度大会员
542,二级评论,谙婕羽,我骄傲，生而为中国人,1,0,2019-10-01 17:44:19,女,未知全貌，不予置评,3,大会员
543,二级评论,fall浅枫,回复 @樱川惠子 :是崔卫平先生说的,3,0,2019-10-02 07:08:07,保密,活在当下,4,无
544,二级评论,忆归,容我出一下戏。教历史的老师都姓崔吗,0,0,2019-10-02 07:08:40,女,何以窥不破，何以辜负卿,2,无
545,二级评论,莫子琦,回复 @一直变胖怎么办 :挺你,1,0,2019-10-02 23:09:47,女,心仪少爷，嗯…【洛府子弟的小萌新～苏辞～】科科 8.24   少爷  8.12,3,无
546,二级评论,厨二病前线,"[2233娘_大笑][2233娘_大笑]
说个难听的话。
有些国内人不如早已经移民华人。
而有些中国人是中国人，但内心却是外国人。",49,0,2019-10-06 00:59:28,保密,双重人格.一黑一白,4,年度大会员
547,二级评论,aaahahah2018,我是西安建筑科技大学的一名大四学生，我们同学都很爱国的！别看平时嘴上老吐槽，真正关键时刻我就感受到了大家特别坚定的统一的爱国的感觉！(。・`ω´・),14,0,2019-10-26 00:39:06,保密,,3,无
548,二级评论,人间再无故里,崔老师，，，，，，让我想起了我班主任兼历史老师。。。太可怕了,4,0,2019-11-02 17:34:32,女,"自古长安归故里，总道故里有长安。
世人谓我恋长安，其实只恋长安某。
长安有故里，安和桥有你。",3,无
549,二级评论,景中的驯鹿,阴谋论:崔氏是一个大家族，每个人都立志当一名历史老师，等到崔姓的历史老师占到了历史老师中的十之八九，我们中华的历史就会被他们有预谋的改写，改教，最终..............................,7,0,2019-11-25 22:35:51,女,管他熙熙攘攘的阳关道，我偏要一条独木桥走到黑,2,无
550,二级评论,完美美男,我呸 ! 现在人人都厌恶中国,2,0,2019-12-13 17:05:21,男,,2,无
551,二级评论,随便创得账号,回复 @完美美男 :你不喜欢中国那你滚到外国去啊，中国不欢迎你这种人！(◦`~´◦),5,0,2019-12-25 23:17:29,男,恭喜你！发现萌新站友一名（๑ `▽´๑)۶,4,无
552,二级评论,玖天-寒冰,回复 @完美美男 :请不要把我加进去OK？[嫌弃]恶心，你这样想不代表别人这么想，你现在在哪里生活，你心里没的b数吗,9,0,2020-01-06 23:36:18,男,,3,大会员
553,二级评论,我永远喜欢Hetalia,回复 @完美美男 :钓鱼找骂 真的流批 笑死我了,2,0,2020-01-12 21:41:20,女,搬视频哒!授权在每条视频过审后会单独放在主页✨,4,无
554,二级评论,我永远喜欢Hetalia,回复 @独丶狐 :别搭理他 他搁这儿找骂呢 你越骂他他越高兴 话说他得生活得多辛苦才用这种方法找存在感啊[捂脸],4,0,2020-01-12 21:42:28,女,搬视频哒!授权在每条视频过审后会单独放在主页✨,4,无
555,二级评论,煞天独空,回复 @完美美男 :人人都厌恶中国，你是从哪里得到的这个思想，也真是流氓，中国强大到世界都需要重视厌恶只会出现在不求上进的废青身上吧或者敌对的国家，你算什么东西就可以说人人都厌恶中国,5,0,2020-01-27 00:18:10,保密,太难了，所以我要开心的度过每一天,4,无
556,二级评论,不声细语,回复 @完美美男 :滚出来不,0,0,2020-01-29 22:57:23,保密,自由美利坚，枪战每一天！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！,4,大会员
557,二级评论,不声细语,回复 @完美美男 :兄弟出来特喵的对线,0,0,2020-01-29 22:57:42,保密,自由美利坚，枪战每一天！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！,4,大会员
558,二级评论,不声细语,回复 @完美美男 :滚啊,0,0,2020-01-29 22:58:50,保密,自由美利坚，枪战每一天！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！,4,大会员
559,二级评论,bili_84595287769,回复 @完美美男 :缺母爱,0,0,2020-01-29 22:59:15,保密,,2,无
560,二级评论,电话-迫真,回复 @完美美男 :去美国吧，那里适合你,0,0,2020-01-29 22:59:20,女,,4,大会员
561,二级评论,bili_84595287769,回复 @完美美男 :你还真把自己当人看了？,0,0,2020-01-29 22:59:39,保密,,2,无
562,二级评论,电话-迫真,回复 @完美美男 :这不是找骂是什么？,0,0,2020-01-29 22:59:43,女,,4,大会员
563,二级评论,bili_167331946,爱着我的祖国!中国万岁![爱心],1,0,2020-02-17 11:03:45,男,爱我中华！愿用一生一世去建设美丽的祖国！愿用血肉之躯来守卫咱妈！,5,无
564,二级评论,进击的二狗zi,回复 @完美美男 :@完美美男 你爱说什么就说什么  但是你能不能别随便代表别人  什么人人都  你是谁？  既然不喜欢我们中国  你有能力就赶快转国籍  就怕没有哦  每天活的很压抑  就说国家不好  哎！！  说白了就是能力不够  还有少刷存在感,3,0,2020-02-18 19:11:49,保密,,3,无
565,二级评论,67382420990_bili,回复 @完美美男 :你。。。我呸,1,0,2020-03-05 15:47:11,保密,,2,无
566,二级评论,bili_90130274869,回复 @一直变胖怎么办 :很喜欢这段话[支持],0,0,2020-03-07 10:52:52,保密,,3,无
567,二级评论,bili_90130274869,非常喜欢这段话。[支持],0,0,2020-03-07 10:53:46,保密,,3,无
568,二级评论,昨夜星辰大风台,回复 @樱川惠子 :卢新平,0,0,2020-03-08 10:31:25,保密,,2,无
569,二级评论,yuayuaaa,流氓逻辑啊,0,0,2020-03-12 17:02:34,保密,,4,无
570,二级评论,温顺柔软,流氓逻辑，如果你觉得你家冰箱不好，那你就去当冰箱？,0,0,2020-03-15 01:49:58,女,爱吃面,3,无
571,二级评论,星星不闪咩,回复 @温顺柔软 :你把国家当做冰箱才叫流氓逻辑吧哈哈，冰箱不制冷了你也就灭种了好吧，你家冰箱不制冷了那你是换一台还是修一修继续用呢？,4,0,2020-03-21 17:18:16,女,,4,无
572,二级评论,53812907439_bili,回复 @完美美男 :人人都厌恶你妈,1,0,2020-03-22 15:38:47,男,,2,无
573,二级评论,53812907439_bili,回复 @温顺柔软 :首先，国家不是光为你服务的，是所有人共同努力然后享受成果,1,0,2020-03-22 15:41:13,男,,2,无
574,二级评论,不管事的小咸鱼,回复 @完美美男 :抱歉，那只是你厌恶中国。别把我也算进去，我爱我的祖国。,1,0,2020-03-25 10:57:31,男,人生如戏,5,年度大会员
575,二级评论,阿莱c莉对瓶吹,回复 @万俟笙- :主席还真加过国民党，不过412反革命和蒋 介 石决裂了，另外他在北大图书馆干过，gmd还欠他6个月工资。,1,0,2020-03-30 03:45:34,保密,,4,大会员
576,二级评论,最美也许是曾经,回复 @完美美男 :滚！,1,0,2020-03-30 20:39:14,保密,行到水穷处，坐看云起时,2,无
577,二级评论,迷之感逗,如果你觉得大清不好，你就去建设它，如果你觉得朝廷不好，你就去科举去做官，如果你觉得人民没素质，就从你开始做一个高素质的公民，如果你觉得同胞愚昧无知，就从你开始学习并改变身边的人，而不是一昧的谩骂，抱怨，逃离。,0,0,2020-04-01 07:02:43,男,是我DIO哒！,6,年度大会员
578,二级评论,正义的老混混,回复 @完美美男 :没有啊，我认识的人最多是指出中国的缺点，没有你说的这种人人都讨厌的情况，请问您问过人人？还是您认识人人这个白磊？,1,0,2020-04-02 15:00:41,男,啥也没有 (&gt;^ω^&lt;),4,大会员
579,一级评论,般罗若,愿我有生之年，看到网络实名制那天(｀・ω・´),7279,117,2015-03-06 21:40:41,保密,,5,年度大会员
580,二级评论,Tiramishu,(｀・ω・´)同,31,0,2015-03-09 06:29:01,男,Ծ‸Ծ关注需谨慎,5,年度大会员
581,二级评论,陈躺农,不知道为什么看到对键盘家满满的恶意2333333,365,0,2015-03-09 19:30:09,女,哔哔哔哔哔,5,大会员
582,二级评论,纳兹阿布鲁,回复 @狸是黎明的李:就应该搞死他们，说话都不负责的嘛？,185,0,2015-03-14 07:45:40,保密,天若有情天亦老，四六六二出雾岛,5,无
583,二级评论,儿茶酚乙胺,到时候gz,26,0,2015-03-22 00:18:57,保密,yooooooo！,5,大会员
584,二级评论,儿茶酚乙胺,们可要大呼言论自由的问题了233,71,0,2015-03-22 00:19:38,保密,yooooooo！,5,大会员
585,二级评论,昵称已存爱,(｀・ω・´),3,0,2015-03-25 06:18:47,保密,三栖动物,2,无
586,二级评论,蓝流,我也愿意，本来网络虚拟才好玩，结果有些人说话毫不负责,359,0,2015-06-25 17:04:02,女,有酒有诗有故事，微雨旧巷念故人。,4,大会员
587,二级评论,布露多拉贡,+10086,3,0,2015-07-03 09:18:05,保密,我自己,5,年度大会员
588,二级评论,雪花淅沥沥,回复 @大西洋海神:同感233333,1,0,2015-07-09 15:36:06,女,痛苦使我们成长,6,年度大会员
589,二级评论,糖门豆豆,看到对学生党满满的恶意(;¬_¬)，虽然我很讨厌网络暴力网络撕逼但是如果实名制爸爸妈妈肯定不会让我上网了Σ( ￣□￣||) 说是不能暴露隐私（/TДT)/,113,0,2015-10-23 23:54:39,女,混圈之多属性之杂超出你的想象,5,年度大会员
590,二级评论,胭脂妃色,"你这是不民主啊！大键盘家:吃我药丸！
hhhhhhhh期待那天",20,0,2015-12-13 13:47:31,保密,我只是一盒普通的胭脂。,5,无
591,二级评论,木の世界,同求(｀・ω・´),1,0,2016-04-10 14:50:09,男,十年等待，等不回一句你好。,5,年度大会员
592,二级评论,传说中的本子,我本来也反对这样，直到被汉奸激怒,52,0,2016-07-04 20:09:22,保密,这个人不懒，然而他不屑于留下什么,2,无
593,二级评论,瞬间迷情,同(๑•̀ㅂ•́)و✧,2,0,2016-08-04 17:26:15,女,,5,年度大会员
594,二级评论,七海之玉,也方便管理，网络犯罪也好治，相关法律也得完善。真的很期待那一天,36,0,2016-08-21 02:23:53,保密,,5,年度大会员
595,二级评论,裤袜脱落大尉m2,五毛狂喜乱舞,7,0,2016-08-28 18:25:52,保密,,5,年度大会员
596,二级评论,第三只玄米-向日葵,说实话之前也支持实名制，但有个人给我举了某国实名制的坏处，真的，实名制还是算了吧,22,0,2017-03-20 09:13:03,女,"
秦时升明月，天行颂九歌
武庚逆天起，天谕航帆行
斗罗起风云，朱颜震九州
",5,大会员
597,二级评论,第三只玄米-向日葵,不是实名制最多网络暴力，要是真的实名制，发展到现实，就不止是喷了,32,0,2017-03-20 09:13:46,女,"
秦时升明月，天行颂九歌
武庚逆天起，天谕航帆行
斗罗起风云，朱颜震九州
",5,大会员
598,二级评论,账号已注销5571,"好早的评论啊，网络是不会实名制的，如果实名制指的是实名才许可上网，现在已经算是了，如果是账户什么的都实名，个人隐私暴露的会更快，而因为执法成本问题，网络暴力和诈骗也不会得到改善，而且人们会为了保护个人隐私去管理网络实名的部门行贿，造成新的贪腐现象。
有很多的犯罪没有被侦破是因为执法成本和技术问题，而不是法律不严。",60,0,2017-08-01 22:49:28,保密,,5,大会员
599,二级评论,我是画未,2017年9月要实名制啦(=・ω・=),0,0,2017-09-10 13:04:43,保密,,5,无
600,二级评论,html恩,我想说，你已经快看到实名制了。,2,0,2018-02-05 10:54:59,保密,吃鸡困难户,3,无
601,二级评论,污皇_,兄弟你等到了（￣▽￣）,5,0,2018-07-22 21:58:28,保密,随缘更新,5,大会员
602,二级评论,诗蓠,实名制……参照《1984》吧……只能说每种制度演变到极端都会变得非常差劲了……,20,0,2018-12-01 12:46:50,保密,我到了淤泥深处……捡到了一颗星星。,4,年度大会员
603,二级评论,老老实实上六级,你看到了,0,0,2018-12-01 18:51:32,男,六级冲冲冲,5,大会员
604,二级评论,账号已注销23240,就该搞死键盘侠,2,0,2018-12-04 22:22:47,男,,5,大会员
605,二级评论,账号注销9404533,其实网络本来就是实名制的，只是你不知道罢了，但是警察知道啊，你在网上说了啥，他们知道的一清二楚→_→,17,0,2018-12-13 15:50:56,保密,,0,无
606,二级评论,青梅老道长,你看到了！,0,0,2018-12-21 01:15:24,男,自视清高者总是以历史俯视者的姿态发出怒吼般的批评，即使事实摆在眼前，也能寻找出所谓“真实”的事例。,5,大会员
607,二级评论,台陇罗玛,我也想实名制，其他的我都能接受，但他们一直喷国还装作你不懂的样子真受不了，况且，中国人网民10多亿，不实名根本不能团结抵制有问题的明星，和辱华企业什么的，骗钱的也很多，大多只能靠老妈出手制止，而我们却像越来越叛逆的孩子，还责怪她出手，责怪她竟然不问我们的一件。还有就是自己对中国人越来越不信任了，除了上班一条线，基本已经有半年没有去逛过街，我相信有很多好人，但我不相信我能遇见，一想到网络上的人在现实中存在就觉得好恐怖。,11,0,2018-12-23 01:29:27,保密,作为一名中国人，见到一切以嘲讽语气喷中国的，精美日韩，跪舔外国的评论我都会顺手举报哦~,5,无
608,二级评论,CraftHolo,实名啦！,0,0,2018-12-30 13:21:30,男,一天不吸猫浑身难受,5,年度大会员
609,二级评论,说的是什么话,回复 @糖门豆豆 :如果科技法律提供保障 成为遍地常态 怎么可能不让,0,0,2019-01-03 00:06:54,保密,,5,大会员
610,二级评论,bili_386750752,回复 @纳兹阿布鲁 :不错，自嘲完美,3,0,2019-01-06 11:04:46,保密,,3,无
611,二级评论,是雨不是宇-,实现啦,0,0,2019-01-15 18:55:06,保密,李健相关视频的搬运者╮(╯▽╰)╭,4,无
612,二级评论,震惊的网友,泪目,0,0,2019-02-03 18:08:27,保密,,5,无
613,二级评论,bawn珊瑚绒,实现了,0,0,2019-02-05 13:51:15,女,夜深忽梦少年事，唯梦闲人不梦君,4,大会员
614,二级评论,刘雨航123,回复 @裤袜脱落大尉m2 :真的5毛一个不会在意吧,0,0,2019-02-07 02:10:54,男,,3,无
615,二级评论,恩斯特伯莱姆,同志 网实了(｀・ω・´),2,0,2019-03-03 15:44:04,男,懒死,4,无
616,二级评论,御玖1999,实现了，四年前的愿望啊,1,0,2019-03-14 02:10:19,保密,(๑• . •๑),5,大会员
617,二级评论,骑着猪打坏人,+1 希望到时他们别怂,0,0,2019-03-28 20:17:49,保密,一个很接地气的UP 啥视频都发的UP。,5,年度大会员
618,二级评论,高攻0防的西片太太,，，，，，，大佬牛逼，现在实名制了,3,0,2019-03-30 22:17:15,保密,没有2次元的世界！不是好世界！,5,大会员
619,二级评论,QQ开森,回复 @纳兹阿布鲁 :来，键盘⌨侠搞死我,2,0,2019-04-01 14:50:47,保密,pxjmymm,3,无
620,二级评论,奇迹星惘,来了,0,0,2019-04-06 18:09:53,男,,5,大会员
621,二级评论,这只兔子懂民心,亲，快啦,0,0,2019-04-07 18:11:42,保密,,4,大会员
622,二级评论,一拳一个嘤嘤怪TAT,快啦，马上就来辣,0,0,2019-04-10 19:57:54,保密,,3,无
623,二级评论,柒伵NAyoo,恭喜恭喜[那兔_痴呆],1,0,2019-04-15 01:51:54,保密,为了恰饭，努力学习！！,4,年度大会员
624,二级评论,哈hiahiahiahia,不，我只希望在不是中国人的有一个标志,0,0,2019-04-15 23:47:13,保密,"御剑乘风来，除魔天地间
有酒乐逍遥，无酒我亦颠
一饮尽江河，再饮吞日月
千杯醉不倒，唯我酒剑仙",5,大会员
625,二级评论,客家涛小弟,最终是会走向实名制的，只是中国网民数量太多，情况复杂，在没有做好完善保护网名个人信息的权益前，还不是好时机。相信前途是光明的。,2,0,2019-05-05 03:33:41,男,战地游戏爱好者一名。,5,无
626,二级评论,寄意晗星,兄弟！你快等到了！,0,0,2019-05-09 10:47:52,保密,,4,大会员
627,二级评论,匸匚lz,2019.5.11一起期待,0,0,2019-05-11 17:54:05,男,我爱B站,4,无
628,二级评论,野原甜甜圈,已经实名了呀,1,0,2019-05-17 13:30:51,保密,,5,无
629,二级评论,F=IBL,看到这评论突然想起高中时要求升学注册使用的网站，实名制的，没有留言没有人说话[2233娘_卖萌]真无言以对[滑稽],2,0,2019-05-24 18:57:54,保密,(ﾟДﾟ)(ﾟДﾟ)(ﾟДﾟ)(ﾟДﾟ)(ﾟДﾟ)(ﾟДﾟ)(ﾟДﾟ)(ﾟДﾟ)(ﾟДﾟ)(ﾟДﾟ)(ﾟДﾟ)(ﾟДﾟ),6,年度大会员
630,二级评论,安安不安静,你已经活到了,0,0,2019-06-01 03:03:08,保密,,5,大会员
631,二级评论,洛水CCCP,久等了,0,0,2019-06-02 20:51:56,保密,后来有一天，能再见面，不知是何年                              ,5,大会员
632,二级评论,hekloi,实了,0,0,2019-06-04 01:38:17,女,人若变记忆便迷人,4,无
633,二级评论,该用户太懒-,2019年6月4号首页过来的。,0,0,2019-06-04 10:34:23,保密,,4,年度大会员
634,二级评论,MidStoneYe,已经实名制了,0,0,2019-06-10 19:40:12,保密,,5,无
635,二级评论,我是阿信呀,期待网络实名制，现在网络乌烟瘴气的,0,0,2019-06-16 14:12:51,男,一个热爱游戏的人,4,无
636,二级评论,我是阿信呀,回复 @我是画未 :然而并没有，所谓的实名制是不管哪个平台注册账号必须要身份证这样子的，发弹幕评论也必须身份证。这才叫实名制，不然有些人什么话都敢讲，讲完还不用负责任！,2,0,2019-06-16 14:14:24,男,一个热爱游戏的人,4,无
637,二级评论,路哈哈哈哈哈,在？看实名,0,0,2019-06-19 13:24:45,男,这个懒死了，完。,4,大会员
638,二级评论,仙后座阿尔法,现在账号都绑定身份证，已经算实名了。,0,0,2019-06-29 11:17:22,保密,,4,年度大会员
639,二级评论,_StackOverflow,回复 @我是信呀 :都至少绑定手机号，手机号就是实名，所以理论上已经实名了,3,0,2019-07-01 10:18:45,男,僕は夢がある、あなたは？,5,大会员
640,二级评论,晓-轮回,回复 @儿茶酚乙胺 :言论自由不能过度哦，任何权限都没有被滥用的允许,1,0,2019-07-01 16:34:30,男,算了，不要5G了,5,大会员
641,二级评论,式姐才是真爱,回复 @陈躺农 :那就太棒了233333,0,0,2019-07-01 19:18:20,保密,,5,无
642,二级评论,致已然诀别的深爱的你,+1,0,0,2019-07-01 20:57:03,女,我总忍不住回头看，但我不会再往回走。来时的路满是你的身影，尽头却已经没有你。我不会很快去找你，等我满头华发，风烛残年，请来接我啊。,3,无
643,二级评论,格伦-古尔德,准了,0,0,2019-07-14 06:24:52,保密,这个人其实不懒，但没什么想说的。,4,年度大会员
644,二级评论,Longly丶scholar,现在全网实名，你的愿望达到了,0,0,2019-07-14 07:27:21,保密,惟愿今生不负此身之念,4,年度大会员
645,二级评论,造化鍾神秀,回复 @糖门豆豆 :你不玩腾讯网易游戏的吗？需要身份证号呦！,1,0,2019-07-14 10:24:50,保密,"推特:@9qsP9fv3J94QPOn ins:komalee0926
闺女推特:@LMY74190586",4,无
646,二级评论,可怜的卑微五级号,回复 @账号已注销5571 :哈哈哈哈哈哈,0,0,2019-07-15 00:46:24,男, ⓘ该大爷封禁中,5,无
647,二级评论,搁淺者,( ´_ゝ｀),0,0,2019-07-16 20:48:09,保密,赋予生命意义,5,年度大会员
648,二级评论,般罗若,（￣▽￣）/我真的看到了，回想一下当年这番下面撕得多激烈，四年过得真快啊。,0,0,2019-07-18 14:24:25,保密,,5,年度大会员
649,二级评论,伊谢尔伦markVIII,全网实名制导致帝吧出征被一瞬出户籍，笑死我了,1,0,2019-08-02 17:06:09,保密,迫真左翼,3,大会员
650,二级评论,狼小离,回复 @我是画未 :穿越时空来到了2019年七夕佳节，实名制还没有实现,0,0,2019-08-06 09:44:58,保密,对地域黑敏感，且从来没有说错过，2020望湾湾早日回归~,4,无
651,二级评论,龙舌男姑娘,天不生我键盘侠，万古喷道如长夜，键来,1,0,2019-08-07 21:28:13,保密,,4,大会员
652,二级评论,寒鸦北飞,实现了,0,0,2019-08-18 23:45:48,保密,常思己过，别犯傻,5,无
653,二级评论,有想法的小朋友,我19年来的，实名制了(〜￣▽￣)〜,0,0,2019-08-20 15:36:13,保密,,2,大会员
654,二级评论,斯基夫斯基,实名制了，现在干啥都得输个身份证号。,0,0,2019-08-20 16:59:21,女,_(:з」∠)_,5,年度大会员
